Post Link,title,Body,Tags,Score,AcceptedAnswerId
"15936187","applicationContext classpath not found","<p>For some reason (a shiro filter) I saved my application context file in WEB-INF folder. Everything works when I run tomcat but, when I try to get an application context from a controller using :</p>

<pre><code>context = new ClassPathXmlApplicationContext(fileContext);
</code></pre>

<p>I receive always this exception: </p>

<pre><code>IOException parsing XML document from class path resource [applicationContext.xml]; nested exception is java.io.FileNotFoundException: class path resource [applicationContext.xml] cannot be opened because it does not exist
</code></pre>

<p>It seems that under ecplise I'm not able to include WEB-INF under classpath. I took a look to a lot questions here in stackoverflow but I didn't find yet a solution.</p>

<p>If I move the applicationContext.xml file under src/main/java folder, I'm able to get the context but, the shiro filder defined into web.xml file is not able to see the shiro bean defined under applicationContext file (I double checked and the bean is correctly worked). How can I tell to web.xml to get content from src/main/java? Or, how can I reach the applicationContext.xml </p>
","<java><spring><tomcat><filter><shiro>","4","15944747"
"23906682","Restful Web service Authentication and Authorization with Apache Shiro","<p>I am able to authenticate web based application using apache shiro  through databases using JDBC relam. Further more, I am successively able to make the use of Shiro-Filters to grant access for particular  web-resource or http urls using Shiro filter configuation in web.xml and configuration into shiro.ini.</p>

<p>Now, I want to implement the same functionality for the webservices too. In Particular, I want user to hit the login-url for getting the token, if the credentials are valid. And after that, all the successive requests for the webservices has to be validated based on that particular token for the user. 
I have no any clue to  implement this. Any suggestions, procedures,  or suggestive links could help me alot !!</p>
","<apache><web-services><rest><shiro>","8",""
"8501058","Shiro authentication with sessionId or username+password","<p>I do not have much experience in Java authentication frameworks and authentication workflow in general (only some theoretical knowledge), so for educational purposes I'm trying to create this type of authentication for my HTTP application:</p>

<ol>
<li>Client Posts login+password to <code>/login</code>. </li>
<li>Shiro logs in the user by given credentials. Server returns client his <code>sessionId</code>.</li>
<li>Client requests some kind of resource <code>/myresource?sessionId=1234567</code>.</li>
<li>Shiro logs in the Subject by given <code>sessionId</code>. Then server does the regular workflow of getting the <code>/myresource</code> (with Shiro managing method-level access rights).</li>
</ol>

<p>Basically I have these questions:</p>

<ol>
<li>I guess I have no need for HTTP sessions nor Servlet sessions. Shiro has it's own session manager which is enough for my needs. Am I wrong?</li>
<li>Is it good practice to give client the real sessionId or should I send some kind of sessionToken (which is resolved to sessionId on server side)?</li>
<li>How do I login the Subject using sessionId (which the client should store locally)?</li>
<li>Are there any other things I need to know before doing this kind of authentication?</li>
</ol>

<p>Thanks in advance.</p>
","<java><authentication><shiro>","16","8532126"
"18728360","Apache Shiro - using database to read users, roles and permissions","<p>Currently I've a Swing app and I wan't to integrate Apache Shiro in order to authenticate and delegate permissions to certain roles. I've already managed to read the users from the shiro.ini file that I've created for tests, it looks something like this:</p>

<pre><code>[users]
admin = 123456, Administrator

[role]
Administrator = *:*:*
</code></pre>

<p>However this was just for testing, now I need to read the permits from a database so I've stored in a database a table with the info I need and it looks something like this:</p>

<pre><code>users (id,password,username)
userRoles (userId, role)
rolePermission (permissionID,permission,roleID)
</code></pre>

<p>I've been trying to understand tutorials that use a JDBC realm, however they use web applications or specials frameworks to manage their connection to the Database like Apache Derby or BoneCP, and they confuse me even more with <a href=""http://meri-stuff.blogspot.com/2011/04/apache-shiro-part-2-realms-database-and.html"" rel=""nofollow noreferrer"">these</a> examples.</p>

<p>So what I'm asking it's how I need to configure the shiro.ini file if I wanna use a JDBC realm (with an Oracle database) and what classes the shiro.ini needs. Any examples or explanation will be appreciated!</p>
","<java><shiro><jdbcrealm>","10","18729149"
"22528801","Apache Shiro Token based security for Rest service","<p>I'm creating a App using Shiro as the security framework.
The app have two parts; Web and Rest. </p>

<p>The Web is using Shiro's default <code>FormAuthenticationFilter</code>. 
I'm happy with the session based approach.</p>

<p>The stand alone app which is using Rest, I want to limit from using the <code>FormAuthenticationFilter</code> and from creating a session, which I'm able to do via <code>shiro.ini</code> file</p>

<p>I need to implement Token based security on the rest service or something of the sort.
Browsing on the web I saw some blogs suggesting that you create your own Realm and filter to handle this scenario. But no details on how to do this.</p>

<p>Is it possible to implement Token based security on Apache Shiro? If so is there a blog or tutorial that shows you how to achieve this?</p>

<p>Regards </p>
","<rest><java-ee><shiro>","5","22529857"
"9663564","How to load files/properties from WEB-INF directory?","<p>It seems that in my Tapestry app, I can't load ini files nor properties file from WEB-INF directory or class path.</p>

<p>I tried several different methods which should load my file but non of them worked.</p>

<ol>
<li>ex</li>
</ol>

<p><code>realm.setResourcePath(""/WEB-INF/auth.properties"");</code></p>

<ol>
<li>ex</li>
</ol>

<p><code>realm.setResourcePath(""classpath:wip/pages/auth.properties"");</code></p>

<p>I need to load properties/ini file in order to use tapestry-security module which is based on Shiro.</p>

<p>Thanks for help !</p>
","<java><tapestry><shiro><tynamo>","1","9664393"
"25241801","How to configure Shiro with Spring Boot","<p>I have a Spring MVC web application that uses Shiro authentication using Spring configuration rather than a shiro.ini.</p>

<p>I want to transition to a Spring Boot application.</p>

<p>I have been mainly successful. The application starts in Spring Boot and my Shiro environment gets setup. However I just cannot work out how to setup the Shiro Filter correctly. I need this to be working to make sure requests end up being handled by the correct thread.</p>

<p>In the original app I configured the Shiro Filter in the web.xml like this:</p>

<pre><code>&lt;filter&gt;
    &lt;filter-name&gt;shiroFilter&lt;/filter-name&gt;
    &lt;filter-class&gt;org.springframework.web.filter.DelegatingFilterProxy&lt;/filter-class&gt;
    &lt;init-param&gt;
        &lt;param-name&gt;targetFilterLifecycle&lt;/param-name&gt;
        &lt;param-value&gt;true&lt;/param-value&gt;
    &lt;/init-param&gt;
&lt;/filter&gt;

&lt;filter-mapping&gt;
    &lt;filter-name&gt;shiroFilter&lt;/filter-name&gt;
    &lt;url-pattern&gt;/*&lt;/url-pattern&gt;
&lt;/filter-mapping&gt;
</code></pre>

<p>I have tried replicate this using a Java Config like this:</p>

<pre><code>  @Autowired
  private WebSecurityManager webSecurityManager;

  @Bean
  public ShiroFilterFactoryBean shiroFilterFactoryBean() {
    ShiroFilterFactoryBean shiroFilterFactoryBean = new org.apache.shiro.spring.web.ShiroFilterFactoryBean();
    shiroFilterFactoryBean.setSecurityManager(webSecurityManager);
    return shiroFilterFactoryBean;
  }

  @Bean
  public org.apache.shiro.spring.LifecycleBeanPostProcessor lifecycleBeanPostProcessor()
  {
    return new org.apache.shiro.spring.LifecycleBeanPostProcessor();
  }

  @Bean
  public Filter shiroFilter()
  {
    DelegatingFilterProxy filter = new DelegatingFilterProxy();
    filter.setTargetBeanName(""shiroFilterFactoryBean"");
    filter.setTargetFilterLifecycle(true);
    return filter;
  }
</code></pre>

<p>However I just cannot get everything to fit together and don't have enough knowledge to sort it out. I just can't see to connect the filter to the environment. I would guess it is something to do with the order things are setup.</p>

<p>Has anyone managed to use Spring Boot and Shiro together successfully?</p>
","<spring-mvc><spring-boot><shiro>","6",""
"7782720","When to move from Container managed security to alternatives like Apache Shiro, Spring Security?","<p>I am trying to secure my application which is built using JSF2.0.</p>

<p>I am confused about when do people choose to go with security alternatives like Shiro, Spring Security or owasp's esapi leaving behind container managed security. Having seen some of <a href=""https://stackoverflow.com/questions/2206911/best-way-for-user-authentication-on-javaee-6-using-jsf-2-0/2207147#2207147"">related questions</a> on Stack Overflow, where I realized that container based security was more preferred by JSF developers in past. But I have also been strongly recommended to use Apache Shiro. I am novice in terms of the security issues and have no idea what may be the relevant issues &amp; how to deal with them. Therefore I'm looking for something that handles most of the security issues through its default settings/ on its own.</p>

<p>In terms of my application requirements, I have a social application where users with different roles have access to different set of pages and can use different levels of functionality on those pages based on their roles.</p>

<p>In that case what do you think could be a good option for me to go with ?</p>

<p>I personally have been convinced to opt Shiro since it is easy to use and takes care of most of the things for the novice.</p>
","<java><security><jsf><jaas><shiro>","18","7783426"
"17441019","How to configure JDBCRealm to obtain its DataSource from JNDI","<p>How do you use a <code>JDBCRealm</code> to handle authenticating and authorizing users in servlets? The only example I can find is to create the DataSource in <code>web.xml</code> (such as <a href=""https://stackoverflow.com/questions/12894227/authentication-against-database-using-shiro-1-2-1"">Authentication against database using shiro 1.2.1</a>).</p>

<p>I do not want to include database credentials in my source tree (for obvious reasons) and would prefer to use a Context defined DataSource via JNDI as I have for every other RDBMS I have used for any other purpose in every other servlet project I have developed.</p>

<p>How do you configure a Shiro <code>JDBCRealm</code> to obtain its <code>DataSource</code> from JNDI?</p>
","<jndi><shiro><jdbcrealm>","14","17452503"
"20841870","A child container failed during start","<p>I am getting below error;</p>

<pre><code>SEVERE: A child container failed during start
java.util.concurrent.ExecutionException: org.apache.catalina.LifecycleException: Failed to start component [StandardEngine[Catalina].StandardHost[localhost].StandardContext[/SimpleJDBCRealms]]
    at java.util.concurrent.FutureTask$Sync.innerGet(Unknown Source)
    at java.util.concurrent.FutureTask.get(Unknown Source)
    at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:1123)
    at org.apache.catalina.core.StandardHost.startInternal(StandardHost.java:800)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1559)
    at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1549)
    at java.util.concurrent.FutureTask$Sync.innerRun(Unknown Source)
    at java.util.concurrent.FutureTask.run(Unknown Source)
    at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
    at java.lang.Thread.run(Unknown Source)
Caused by: org.apache.catalina.LifecycleException: Failed to start component [StandardEngine[Catalina].StandardHost[localhost].StandardContext[/SimpleJDBCRealms]]
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:154)
    ... 7 more
Caused by: java.lang.IllegalArgumentException: Servlet mapping specifies an unknown servlet name TestJDBCShiro
    at org.apache.catalina.core.StandardContext.addServletMapping(StandardContext.java:3241)
    at org.apache.catalina.core.StandardContext.addServletMapping(StandardContext.java:3220)
    at org.apache.catalina.deploy.WebXml.configureContext(WebXml.java:1367)
    at org.apache.catalina.startup.ContextConfig.webConfig(ContextConfig.java:1346)
    at org.apache.catalina.startup.ContextConfig.configureStart(ContextConfig.java:878)
    at org.apache.catalina.startup.ContextConfig.lifecycleEvent(ContextConfig.java:376)
    at org.apache.catalina.util.LifecycleSupport.fireLifecycleEvent(LifecycleSupport.java:119)
    at org.apache.catalina.util.LifecycleBase.fireLifecycleEvent(LifecycleBase.java:90)
    at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5322)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    ... 7 more

Dec 30, 2013 8:19:04 PM org.apache.catalina.core.ContainerBase startInternal
SEVERE: A child container failed during start
java.util.concurrent.ExecutionException: org.apache.catalina.LifecycleException: Failed to start component [StandardEngine[Catalina].StandardHost[localhost].StandardContext[/NewJDBCMySqlShiro]]
    at java.util.concurrent.FutureTask$Sync.innerGet(Unknown Source)
    at java.util.concurrent.FutureTask.get(Unknown Source)
    at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:1123)
    at org.apache.catalina.core.StandardHost.startInternal(StandardHost.java:800)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1559)
    at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1549)
    at java.util.concurrent.FutureTask$Sync.innerRun(Unknown Source)
    at java.util.concurrent.FutureTask.run(Unknown Source)
    at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
    at java.lang.Thread.run(Unknown Source)
Caused by: org.apache.catalina.LifecycleException: Failed to start component [StandardEngine[Catalina].StandardHost[localhost].StandardContext[/NewJDBCMySqlShiro]]
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:154)
    ... 7 more
Caused by: java.lang.IllegalArgumentException: Servlet mapping specifies an unknown servlet name TestJDBCShiro
    at org.apache.catalina.core.StandardContext.addServletMapping(StandardContext.java:3241)
    at org.apache.catalina.core.StandardContext.addServletMapping(StandardContext.java:3220)
    at org.apache.catalina.deploy.WebXml.configureContext(WebXml.java:1367)
    at org.apache.catalina.startup.ContextConfig.webConfig(ContextConfig.java:1346)
    at org.apache.catalina.startup.ContextConfig.configureStart(ContextConfig.java:878)
    at org.apache.catalina.startup.ContextConfig.lifecycleEvent(ContextConfig.java:376)
    at org.apache.catalina.util.LifecycleSupport.fireLifecycleEvent(LifecycleSupport.java:119)
    at org.apache.catalina.util.LifecycleBase.fireLifecycleEvent(LifecycleBase.java:90)
    at org.apache.catalina.core.StandardContext.startInternal(StandardContext.java:5322)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    ... 7 more

Dec 30, 2013 8:19:04 PM org.apache.catalina.core.ContainerBase startInternal
SEVERE: A child container failed during start
java.util.concurrent.ExecutionException: org.apache.catalina.LifecycleException: Failed to start component [StandardEngine[Catalina].StandardHost[localhost]]
    at java.util.concurrent.FutureTask$Sync.innerGet(Unknown Source)
    at java.util.concurrent.FutureTask.get(Unknown Source)
    at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:1123)
    at org.apache.catalina.core.StandardEngine.startInternal(StandardEngine.java:302)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    at org.apache.catalina.core.StandardService.startInternal(StandardService.java:443)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    at org.apache.catalina.core.StandardServer.startInternal(StandardServer.java:732)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    at org.apache.catalina.startup.Catalina.start(Catalina.java:691)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
    at java.lang.reflect.Method.invoke(Unknown Source)
    at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:322)
    at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:456)
Caused by: org.apache.catalina.LifecycleException: Failed to start component [StandardEngine[Catalina].StandardHost[localhost]]
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:154)
    at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1559)
    at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1549)
    at java.util.concurrent.FutureTask$Sync.innerRun(Unknown Source)
    at java.util.concurrent.FutureTask.run(Unknown Source)
    at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
    at java.lang.Thread.run(Unknown Source)
Caused by: org.apache.catalina.LifecycleException: A child container failed during start
    at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:1131)
    at org.apache.catalina.core.StandardHost.startInternal(StandardHost.java:800)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    ... 7 more

Dec 30, 2013 8:19:04 PM org.apache.catalina.startup.Catalina start
SEVERE: The required Server component failed to start so Tomcat is unable to start.
org.apache.catalina.LifecycleException: Failed to start component [StandardServer[8005]]
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:154)
    at org.apache.catalina.startup.Catalina.start(Catalina.java:691)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
    at java.lang.reflect.Method.invoke(Unknown Source)
    at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:322)
    at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:456)
Caused by: org.apache.catalina.LifecycleException: Failed to start component [StandardService[Catalina]]
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:154)
    at org.apache.catalina.core.StandardServer.startInternal(StandardServer.java:732)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    ... 7 more
Caused by: org.apache.catalina.LifecycleException: Failed to start component [StandardEngine[Catalina]]
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:154)
    at org.apache.catalina.core.StandardService.startInternal(StandardService.java:443)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    ... 9 more
Caused by: org.apache.catalina.LifecycleException: A child container failed during start
    at org.apache.catalina.core.ContainerBase.startInternal(ContainerBase.java:1131)
    at org.apache.catalina.core.StandardEngine.startInternal(StandardEngine.java:302)
    at org.apache.catalina.util.LifecycleBase.start(LifecycleBase.java:150)
    ... 11 more
</code></pre>
","<java-ee><tomcat><shiro><bonecp>","-1","20887200"
